estimate_id,food_id,method,basis,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugar_g_100g,sodium_mg_100g,cholesterol_mg_100g,source_urls,estimated_date,model,method_version,review_status,selection_policy,assumptions,range_low_json,range_high_json,range_basis,limitations
EST_PERSONAL_017_V1,FC001807,BRANDED_MENU_PROXY,per 100 g modeled edible food,34.7000,1.7320,6.8920,0.3440,3.0000,2.3260,39.2000,0.0000,https://www.foodpanda.ph/restaurant/jodo/kenny-rogers-roasters-banawe;https://fdc.nal.usda.gov/food-details/169967/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3319;https://i.fnri.dost.gov.ph/fct/library/report/3325,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Boiled broccoli/carrot/cauliflower proxy, 40/30/30 mixture; actual vegetables/seasoning may differ. Input mass 100 g; modeled final mass 100 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_018_V1,FC001808,BRANDED_MENU_PROXY,per 100 g modeled edible food,135.2500,1.4650,5.6300,11.8600,2.1400,3.1900,88.2000,6.6000,https://www.foodpanda.ph/restaurant/jodo/kenny-rogers-roasters-banawe;https://i.fnri.dost.gov.ph/fct/library/report/3314;https://i.fnri.dost.gov.ph/fct/library/report/3318;https://i.fnri.dost.gov.ph/fct/library/report/4267,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Assumed cabbage, raw carrot and mayonnaise; source cabbage preparation verified by input snapshot. Actual dressing unknown. Input mass 100 g; modeled final mass 100 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PERSONAL_019_V1,FC001809,BRANDED_MENU_PROXY,per 100 g modeled edible food,346.0000,5.3000,57.9000,11.3000,1.6000,,430.0000,13.0000,https://www.foodpanda.ph/restaurant/jodo/kenny-rogers-roasters-banawe;https://fdc.nal.usda.gov/food-details/175004/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Generic USDA toaster-type corn muffin proxy, not an exact match for Kenny recipe; no piece weight assumed. Input mass 100 g; modeled final mass 100 g. All listed nutrients retained; no measured household serving weight.",,,Not quantified; no evidence-based error range.,"Brand recipes, retained oil, salt, sauce and portion weights can differ. Do not use as an official nutrition panel. Unknown inputs remain unknown; no bone/shell mass included."
EST_PH_RESTAURANT_001_V1,FC002210,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,269.0000,28.5600,3.1500,14.9200,0.1000,0.0000,84.0000,90.0000,https://order.jollibee.com/en/ph/menu;https://fdc.nal.usda.gov/food-details/171449/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Generic flour-fried chicken proxy; bones, gravy and rice excluded. Modeled mass 100 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_002_V1,FC002211,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,277.3269,27.5538,3.2019,16.3038,0.1635,0.0962,81.0385,86.5385,https://order.jollibee.com/en/ph/menu;https://fdc.nal.usda.gov/food-details/171449/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3443;https://i.fnri.dost.gov.ph/fct/library/report/4269,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Assumed chili/oil coating; proprietary breading unknown. Modeled mass 104 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_003_V1,FC002212,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,324.9533,16.0551,23.5776,17.9093,0.8411,3.4692,325.8598,42.3645,https://order.jollibee.com/en/ph/menu;https://fdc.nal.usda.gov/food-details/172796/nutrients;https://fdc.nal.usda.gov/food-details/171799/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4267,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Generic cooked beef and bun proportions; no measured brand patty or sandwich weight. Modeled mass 107 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_004_V1,FC002213,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,324.5902,16.7492,21.6377,18.4984,0.7377,3.0795,450.1803,45.5164,https://order.jollibee.com/en/ph/menu;https://fdc.nal.usda.gov/food-details/172796/nutrients;https://fdc.nal.usda.gov/food-details/171799/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4267;https://i.fnri.dost.gov.ph/fct/library/report/4235,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Generic cooked beef and bun proportions; no measured brand patty or sandwich weight. Modeled mass 122 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_005_V1,FC002214,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,311.3736,19.6918,15.1473,18.5632,0.4945,2.0890,434.4615,58.1209,https://order.jollibee.com/en/ph/menu;https://fdc.nal.usda.gov/food-details/172796/nutrients;https://fdc.nal.usda.gov/food-details/171799/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4267;https://i.fnri.dost.gov.ph/fct/library/report/4235,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Generic cooked beef and bun proportions; no measured brand patty or sandwich weight. Modeled mass 182 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_006_V1,FC002215,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,349.0511,18.8274,19.4164,21.2106,0.6569,2.7423,641.0000,52.2482,https://order.jollibee.com/en/ph/menu;https://fdc.nal.usda.gov/food-details/172796/nutrients;https://fdc.nal.usda.gov/food-details/171799/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4267;https://i.fnri.dost.gov.ph/fct/library/report/4235;https://fdc.nal.usda.gov/food-details/167914/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Generic cooked beef and bun proportions; no measured brand patty or sandwich weight. Modeled mass 137 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_007_V1,FC002216,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,268.5135,17.7293,12.6883,15.7869,0.5135,2.1045,305.9099,52.6036,https://order.jollibee.com/en/ph/menu;https://fdc.nal.usda.gov/food-details/172796/nutrients;https://fdc.nal.usda.gov/food-details/171799/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4267;https://i.fnri.dost.gov.ph/fct/library/report/4235;https://i.fnri.dost.gov.ph/fct/library/report/3394;https://i.fnri.dost.gov.ph/fct/library/report/3536,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Generic cooked beef and bun proportions; no measured brand patty or sandwich weight. Modeled mass 222 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
EST_PH_RESTAURANT_008_V1,FC002217,BRANDED_MENU_PROXY,per 100 g modeled edible mixture,276.4438,15.4425,17.1563,15.7619,0.6806,2.7750,353.6750,43.0500,https://order.jollibee.com/en/ph/menu;https://fdc.nal.usda.gov/food-details/172796/nutrients;https://fdc.nal.usda.gov/food-details/171799/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/4267;https://i.fnri.dost.gov.ph/fct/library/report/4235;https://i.fnri.dost.gov.ph/fct/library/report/3394;https://i.fnri.dost.gov.ph/fct/library/report/3536,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-assumed component masses in the exact linked source preparations. Final edible mass is their sum; no additional evaporation or nutrient loss modeled. Added oil, sugar and salt fully retained. Raw seasonings and food substitutes are proxies; this is not a manufacturer recipe or allergen declaration. Missing ingredient nutrients remain unknown. Weights define a calculation mixture, not a measured restaurant order. Generic cooked beef and bun proportions; no measured brand patty or sandwich weight. Modeled mass 160 g.",,,Not quantified; no evidence-based error bounds available.,"Low confidence. Actual Philippine brand recipe, meat cut, retained oil, broth, sauce and serving mass are unverified. No US branded nutrition presented as Philippine nutrition. No official complete Philippine nutrition panel was obtained for this entry. Weigh edible finished food; no automatic bowl/piece/order conversion. Bones, sticks and unconsumed broth excluded from logged weight. Includes only components named in this identity; sides, rice and drinks excluded unless explicitly listed. Menu availability varies by branch/date."
